Date,FCAU,GM,HMC,RACE,TM,TSLA,VLVLY
2019-03-07,12.65684986114502,36.867149353027344,26.080013275146484,127.25504302978516,115.68894958496094,276.5899963378906,13.221281051635742
2019-03-08,12.398195266723633,36.818687438964844,26.031896591186523,127.81039428710938,116.1527328491211,284.1400146484375,13.221281051635742
2019-03-11,12.415438652038574,37.429264068603516,26.397592544555664,129.67477416992188,117.55394744873047,290.9200134277344,13.51570987701416
2019-03-12,12.493034362792969,37.429264068603516,26.31098175048828,129.10951232910156,117.18885040283203,283.3599853515625,13.366158485412598
2019-03-13,12.380950927734375,37.60371017456055,26.368722915649414,128.97067260742188,117.7315673828125,288.9599914550781,13.67460823059082
2019-03-14,12.21713638305664,36.857452392578125,26.195497512817383,130.10121154785156,116.14286804199219,289.9599914550781,13.651240348815918
2019-03-15,12.36370849609375,36.896217346191406,26.41684341430664,130.6863250732422,117.39606475830078,275.42999267578125,13.842853546142578
2019-03-18,12.527523040771484,36.808998107910156,26.541946411132812,131.1821746826172,117.92892456054688,269.489990234375,13.870894432067871
2019-03-19,13.027588844299316,37.090057373046875,26.676677703857422,130.51773071289062,118.14601135253906,267.4700012207031,14.188691139221191
2019-03-20,12.7947998046875,35.85921096801758,26.426462173461914,130.6565704345703,118.08680725097656,273.6000061035156,14.235424995422363
2019-03-21,12.932748794555664,36.19841766357422,26.618934631347656,131.291259765625,118.84661865234375,274.0199890136719,14.198037147521973
2019-03-22,12.501656532287598,35.31647872924805,26.253236770629883,127.58229064941406,118.62953186035156,264.5299987792969,13.539076805114746
2019-03-25,12.74306869506836,35.61691665649414,26.099260330200195,130.03179931640625,118.89595794677734,260.4200134277344,13.440934181213379
2019-03-26,12.7947998046875,35.733219146728516,26.436086654663086,131.85653686523438,120.15901947021484,267.7699890136719,13.707322120666504
2019-03-27,13.027588844299316,35.48123550415039,26.3857479095459,131.6780242919922,119.4288101196289,274.8299865722656,14.123261451721191
2019-03-28,12.7603120803833,35.91736602783203,26.52175521850586,131.94578552246094,117.49474334716797,278.6199951171875,14.207385063171387
2019-03-29,12.803421020507812,35.95612716674805,26.395462036132812,132.68955993652344,116.45863342285156,279.8599853515625,14.473773002624512
2019-04-01,13.13967227935791,36.59577941894531,27.094934463500977,133.92918395996094,118.29402160644531,289.17999267578125,14.931775093078613
2019-04-02,13.294865608215332,36.64423751831055,27.20180320739746,134.841552734375,119.05384063720703,285.8800048828125,14.96822738647461
2019-04-03,13.25175666809082,37.20635223388672,27.33780860900879,135.04978942871094,119.4682846069336,291.80999755859375,15.408470153808594
2019-04-04,13.234513282775879,37.59402084350586,27.62925910949707,135.33740234375,120.46492767333984,267.7799987792969,15.444999694824219
2019-04-05,13.312108993530273,37.73939514160156,27.638973236083984,135.80349731445312,120.91883850097656,274.9599914550781,15.609999656677246
2019-04-08,13.60525131225586,37.8557014465332,27.434959411621094,135.99192810058594,120.622802734375,273.20001220703125,15.670000076293945
2019-04-09,13.389705657958984,37.661865234375,27.27952003479004,135.30764770507812,120.44518280029297,272.30999755859375,15.395000457763672
2019-04-10,13.536276817321777,38.03984069824219,27.308666229248047,135.37705993652344,120.5635986328125,276.05999755859375,15.5600004196167
2019-04-11,13.501789093017578,38.11737060546875,26.94921112060547,136.12083435058594,119.43868255615234,268.4200134277344,15.555000305175781
2019-04-12,13.855283737182617,38.485652923583984,27.11436653137207,137.4199676513672,120.78069305419922,267.70001220703125,15.829999923706055
2019-04-15,13.950125694274902,38.349971771240234,27.17265510559082,135.8927459716797,120.35637664794922,266.3800048828125,15.77400016784668
2019-04-16,14.17429256439209,38.437198638916016,27.19208526611328,136.94395446777344,120.13928985595703,273.3599853515625,15.793000221252441
2019-04-17,14.355350494384766,38.757022857666016,27.52239418029785,136.54727172851562,122.43846130371094,271.2300109863281,16.049999237060547
2019-04-18,14.208779335021973,39.057464599609375,28.056713104248047,138.7488555908203,123.50418090820312,273.260009765625,16.239999771118164
2019-04-22,14.243268013000488,38.28213119506836,27.54182243347168,138.49099731445312,122.51741027832031,262.75,16.152000427246094
2019-04-23,14.163877487182617,38.601959228515625,27.697263717651367,138.9600067138672,123.2870864868164,263.8999938964844,15.755000114440918
2019-04-24,13.938337326049805,38.4953498840332,26.89092254638672,136.47999572753906,121.25433349609375,258.6600036621094,16.084999084472656
2019-04-25,13.866165161132812,37.90415573120117,26.97835922241211,135.55999755859375,121.56024169921875,247.6300048828125,16.020000457763672
2019-04-26,14.001489639282227,38.45658493041992,27.182371139526367,135.39999389648438,121.98455047607422,235.13999938964844,16.0049991607666
2019-04-29,14.001489639282227,38.77640151977539,27.211517333984375,135.52000427246094,122.17203521728516,241.47000122070312,16.049999237060547
2019-04-30,13.902251243591309,37.74909210205078,27.094934463500977,136.02999877929688,121.96481323242188,238.69000244140625,16.15999984741211
2019-05-01,13.62258243560791,37.55525207519531,26.939496994018555,134.60000610351562,121.29380798339844,234.00999450683594,15.850000381469727
2019-05-02,13.568452835083008,37.07067108154297,26.988073348999023,134.72999572753906,120.96817016601562,244.10000610351562,15.614999771118164
2019-05-03,14.308221817016602,37.60371017456055,27.162940979003906,134.13999938964844,122.01415252685547,255.02999877929688,15.59000015258789
2019-05-06,14.145833969116211,36.91560363769531,26.92978286743164,132.3300018310547,121.35301971435547,255.33999633789062,15.265000343322754
2019-05-07,13.739862442016602,37.342037200927734,26.81320571899414,137.6999969482422,120.87936401367188,247.05999755859375,14.520000457763672
2019-05-08,13.694755554199219,37.03190231323242,25.98743438720703,141.0399932861328,120.14915466308594,244.83999633789062,14.920000076293945
2019-05-09,13.315849304199219,36.421329498291016,25.278247833251953,141.16000366210938,117.7414321899414,241.97999572753906,14.640000343322754
2019-05-10,13.279763221740723,36.721771240234375,25.346248626708984,141.3300018310547,117.69209289550781,239.52000427246094,14.800000190734863
2019-05-13,12.936943054199219,35.432777404785156,24.695350646972656,138.67999267578125,116.69546508789062,227.00999450683594,14.15999984741211
2019-05-14,13.063243865966797,35.897979736328125,24.889650344848633,140.94000244140625,117.49474334716797,232.30999755859375,14.614999771118164
2019-05-15,13.306827545166016,36.21780014038086,25.09366226196289,143.63999938964844,119.04397583007812,231.9499969482422,14.789999961853027
2019-05-16,13.360957145690918,36.22749710083008,25.03537368774414,143.66000366210938,118.31376647949219,228.3300018310547,14.729999542236328
2019-05-17,13.378999710083008,35.85921096801758,24.899362564086914,142.3800048828125,116.83361053466797,211.02999877929688,14.5
2019-05-20,13.369999885559082,35.83013916015625,24.802213668823242,141.5399932861328,116.54744720458984,205.36000061035156,14.239999771118164
2019-05-21,13.260000228881836,35.98520278930664,24.977081298828125,143.86000061035156,116.68559265136719,205.0800018310547,14.54800033569336
2019-05-22,13.029999732971191,34.45391845703125,24.81192970275879,142.8699951171875,115.76789855957031,192.72999572753906,14.300000190734863
2019-05-23,12.729999542236328,34.04686737060547,24.55933952331543,142.3300018310547,115.91590881347656,195.49000549316406,14.069999694824219
2019-05-24,12.850000381469727,34.03717803955078,24.714780807495117,144.2899932861328,116.98162841796875,190.6300048828125,14.380000114440918
2019-05-28,13.779999732971191,33.77549743652344,24.384471893310547,144.52000427246094,117.82038116455078,188.6999969482422,14.244999885559082
2019-05-29,13.550000190734863,33.717350006103516,24.433046340942383,143.07000732421875,117.96839904785156,189.86000061035156,14.09000015258789
2019-05-30,13.399999618530273,33.746429443359375,24.471906661987305,143.0,118.1657485961914,188.22000122070312,14.3100004196167
2019-05-31,12.619999885559082,32.31205749511719,23.9084415435791,143.02000427246094,116.02445983886719,185.16000366210938,13.890000343322754
2019-06-03,12.819999694824219,32.66095733642578,24.122169494628906,141.97000122070312,116.56717681884766,178.97000122070312,14.013999938964844
2019-06-04,13.329999923706055,34.62836456298828,24.753637313842773,143.0399932861328,117.95852661132812,193.60000610351562,14.399999618530273
2019-06-05,13.1899995803833,34.73497772216797,24.899362564086914,144.86000061035156,118.62953186035156,196.58999633789062,14.3100004196167
2019-06-06,13.300000190734863,34.470497131347656,24.7244930267334,148.47999572753906,119.69524383544922,205.9499969482422,14.359999656677246
2019-06-07,13.199999809265137,34.76436233520508,24.850788116455078,150.33999633789062,120.77082061767578,204.5,14.680000305175781
2019-06-10,13.430000305175781,35.27372741699219,24.977081298828125,153.83999633789062,121.85626983642578,212.8800048828125,14.770000457763672
2019-06-11,13.529999732971191,35.45984649658203,25.219953536987305,154.72000122070312,123.33641815185547,217.10000610351562,14.9350004196167
2019-06-12,13.3100004196167,34.94068145751953,24.90907859802246,154.6300048828125,124.01729583740234,209.25999450683594,14.819999694824219
2019-06-13,13.369999885559082,35.28352355957031,25.006227493286133,154.0500030517578,123.13906860351562,213.91000366210938,14.8100004196167
2019-06-14,13.270000457763672,34.930885314941406,24.617630004882812,152.86000061035156,122.7443618774414,214.9199981689453,14.789999961853027
2019-06-17,13.390000343322754,35.40106964111328,24.831357955932617,154.13999938964844,122.52726745605469,225.02999877929688,14.781999588012695
2019-06-18,13.5,35.949623107910156,25.142234802246094,158.2100067138672,123.7114028930664,224.74000549316406,15.104000091552734
2019-06-19,13.640000343322754,36.02798843383789,25.07423210144043,157.8300018310547,123.55351257324219,226.42999267578125,15.4399995803833
2019-06-20,14.0,36.204307556152344,25.219953536987305,161.16000366210938,124.13571166992188,219.6199951171875,15.850000381469727
2019-06-21,13.899999618530273,36.165122985839844,25.103378295898438,162.2100067138672,123.17854309082031,221.86000061035156,15.770000457763672
2019-06-24,13.989999771118164,36.204307556152344,25.103378295898438,162.2100067138672,123.13906860351562,223.63999938964844,15.729999542236328
2019-06-25,13.770000457763672,36.909584045410156,25.015941619873047,159.74000549316406,122.29045104980469,219.75999450683594,15.649999618530273
2019-06-26,13.8100004196167,37.35038375854492,25.038745880126953,159.5,121.6589126586914,219.27000427246094,15.734999656677246
2019-06-27,13.90999984741211,37.5364990234375,25.36264991760254,160.86000061035156,122.03388214111328,222.83999633789062,15.739999771118164
2019-06-28,13.819999694824219,37.74220275878906,25.36264991760254,161.4199981689453,122.34965515136719,223.4600067138672,15.770000457763672
2019-07-01,13.90999984741211,37.957706451416016,25.63747787475586,163.19000244140625,124.12583923339844,227.1699981689453,16.06999969482422
2019-07-02,13.989999771118164,37.55609130859375,25.61784553527832,165.1199951171875,125.31983184814453,224.5500030517578,16.100000381469727
2019-07-03,14.279999732971191,37.3797721862793,25.578582763671875,167.50999450683594,125.15208435058594,234.89999389648438,16.139999389648438
2019-07-05,14.119999885559082,37.71282196044922,25.67673683166504,165.61000061035156,124.89552307128906,233.10000610351562,15.59000015258789
2019-07-08,14.010000228881836,37.448341369628906,25.70618438720703,165.85000610351562,125.1915512084961,230.33999633789062,15.529999732971191
2019-07-09,13.930000305175781,37.30140686035156,25.58839988708496,165.63999938964844,125.22115325927734,230.05999755859375,15.470000267028809
2019-07-10,14.010000228881836,37.32099914550781,25.902488708496094,167.0,125.6948013305664,238.9199981689453,15.510000228881836
2019-07-11,13.949999809265137,37.644248962402344,25.77488899230957,166.42999267578125,125.0731430053711,238.60000610351562,15.390000343322754
2019-07-12,14.130000114440918,38.408302307128906,25.990825653076172,166.50999450683594,126.02043914794922,245.0800018310547,15.605999946594238
2019-07-15,14.180000305175781,38.55523681640625,26.049718856811523,168.47000122070312,125.94149780273438,253.5,15.6899995803833
2019-07-16,13.630000114440918,38.62380599975586,25.67673683166504,169.1199951171875,126.90853118896484,252.3800048828125,15.569999694824219
2019-07-17,13.609999656677246,38.35932540893555,25.40190887451172,168.75,127.64861297607422,254.86000061035156,15.5
2019-07-18,13.65999984741211,38.32014083862305,25.284128189086914,168.6999969482422,128.0926513671875,253.5399932861328,15.25
2019-07-19,13.369999885559082,38.67278289794922,25.40190887451172,166.5,128.44789123535156,258.17999267578125,15.869999885559082
2019-07-22,13.34000015258789,39.04500961303711,25.382278442382812,167.10000610351562,129.40505981445312,255.67999267578125,15.680000305175781
2019-07-23,13.850000381469727,39.87763214111328,25.715999603271484,168.42999267578125,130.00698852539062,260.1700134277344,15.8149995803833
2019-07-24,14.119999885559082,40.044158935546875,25.873043060302734,167.50999450683594,131.24044799804688,264.8800048828125,15.859999656677246
2019-07-25,13.739999771118164,39.91681671142578,25.54914093017578,166.27000427246094,130.7470703125,228.82000732421875,15.40999984741211
2019-07-26,13.699999809265137,39.936405181884766,25.274311065673828,165.85000610351562,130.204345703125,228.0399932861328,15.414999961853027
2019-07-29,13.640000343322754,39.84824752807617,25.05837631225586,164.67999267578125,129.9872589111328,235.77000427246094,15.319999694824219
2019-07-30,12.970000267028809,39.603355407714844,24.85225486755371,160.13999938964844,129.39520263671875,242.25999450683594,14.960000038146973
2019-07-31,13.1899995803833,39.51519775390625,24.420381546020508,161.0800018310547,127.34271240234375,241.61000061035156,14.75
2019-08-01,13.0,39.32908248901367,24.361492156982422,163.0,127.90516662597656,233.85000610351562,14.619999885559082
2019-08-02,12.989999771118164,38.96664810180664,24.008140563964844,159.47999572753906,127.24403381347656,234.33999633789062,14.526000022888184
2019-08-05,12.960000038146973,38.21238708496094,23.65479278564453,156.77999877929688,126.6026382446289,228.32000732421875,14.069999694824219
2019-08-06,13.319999694824219,38.28096389770508,23.694053649902344,156.58999633789062,125.36917114257812,230.75,14.100000381469727
2019-08-07,13.220000267028809,38.58462142944336,23.537010192871094,158.11000061035156,126.52369689941406,233.4199981689453,13.979999542236328
2019-08-08,13.220000267028809,39.28010559082031,23.73331642150879,160.10000610351562,127.63874816894531,238.3000030517578,14.020000457763672
2019-08-09,13.069999694824219,38.80012512207031,23.49774932861328,158.8699951171875,127.27363586425781,235.00999450683594,13.850000381469727
2019-08-12,12.989999771118164,38.065460205078125,23.291627883911133,158.02999877929688,126.53355407714844,229.00999450683594,13.682000160217285
2019-08-13,13.119999885559082,38.21238708496094,23.271995544433594,160.82000732421875,127.70781707763672,235.0,13.779999732971191
2019-08-14,12.520000457763672,36.429603576660156,22.496591567993164,155.89999389648438,124.80671691894531,219.6199951171875,13.25
2019-08-15,12.300000190734863,35.724327087402344,22.565298080444336,155.32000732421875,125.6750717163086,215.63999938964844,13.170000076293945
2019-08-16,12.369999885559082,36.24348831176758,22.889202117919922,155.8300018310547,127.08614349365234,219.94000244140625,13.279999732971191
2019-08-19,12.470000267028809,36.59613037109375,22.879384994506836,156.17999267578125,127.9249038696289,226.8300018310547,13.3100004196167
2019-08-20,12.359999656677246,36.204307556152344,22.771419525146484,155.02999877929688,127.3229751586914,225.86000061035156,13.100000381469727
2019-08-21,12.720000267028809,36.36103057861328,22.84994125366211,156.49000549316406,128.16172790527344,220.8300018310547,13.385000228881836
2019-08-22,12.770000457763672,36.498172760009766,22.781234741210938,155.11000061035156,127.93476867675781,222.14999389648438,13.335000038146973
2019-08-23,12.430000305175781,35.32270812988281,22.476959228515625,153.22000122070312,126.13885498046875,211.39999389648438,12.970000267028809
2019-08-26,12.699999809265137,35.50882339477539,22.967723846435547,156.60000610351562,129.04981994628906,215.0,12.970000267028809
2019-08-27,12.8100004196167,35.15618133544922,22.879384994506836,160.38999938964844,128.73406982421875,214.0800018310547,12.989999771118164
2019-08-28,12.970000267028809,35.69493865966797,23.026613235473633,157.64999389648438,128.56629943847656,215.58999633789062,13.0649995803833
2019-08-29,13.0600004196167,36.155330657958984,23.046245574951172,158.22000122070312,128.77352905273438,221.7100067138672,13.404999732971191
2019-08-30,13.140000343322754,36.33164978027344,23.222919464111328,157.75,128.9018096923828,225.61000061035156,13.779999732971191
2019-09-03,13.199999809265137,36.155330657958984,23.605714797973633,158.00999450683594,129.82937622070312,225.00999450683594,13.593999862670898
2019-09-04,13.569999694824219,37.45813751220703,23.880542755126953,159.99000549316406,130.3523712158203,220.67999267578125,13.906000137329102
2019-09-05,13.920000076293945,38.31890106201172,24.32223129272461,161.8800048828125,129.43466186523438,229.5800018310547,14.069999694824219
2019-09-06,13.880000114440918,38.36836624145508,24.75410270690918,163.11000061035156,130.3030242919922,227.4499969482422,14.1899995803833
2019-09-09,14.0600004196167,39.15987777709961,25.08782196044922,160.74000549316406,131.0727081298828,231.7899932861328,14.4350004196167
2019-09-10,13.899999618530273,39.15987777709961,25.49024772644043,151.0399932861328,131.8522491455078,235.5399932861328,14.454999923706055
2019-09-11,13.75,39.0411491394043,26.049718856811523,151.5500030517578,133.7567138671875,247.10000610351562,14.699999809265137
2019-09-12,13.90999984741211,38.65529251098633,26.48158836364746,154.44000244140625,133.9935302734375,245.8699951171875,14.824999809265137
2019-09-13,13.880000114440918,38.4475212097168,26.59937286376953,152.60000610351562,134.85203552246094,245.1999969482422,15.055999755859375
2019-09-16,13.770000457763672,36.815032958984375,26.511035919189453,150.9600067138672,134.1415557861328,242.80999755859375,15.0
2019-09-17,13.710000038146973,37.88357162475586,26.491405487060547,153.9600067138672,135.99668884277344,244.7899932861328,14.982000350952148
2019-09-18,13.710000038146973,37.77473831176758,26.049718856811523,154.77999877929688,135.23687744140625,243.49000549316406,14.920000076293945
2019-09-19,13.630000114440918,37.37898254394531,26.157684326171875,153.6199951171875,134.7434844970703,246.60000610351562,14.854999542236328
2019-09-20,13.510000228881836,36.97333526611328,26.187131881713867,152.0800018310547,134.75335693359375,240.6199951171875,14.609999656677246
2019-09-23,13.399999618530273,36.84471893310547,26.17731475830078,152.77000427246094,134.5658721923828,241.22999572753906,14.359999656677246
2019-09-24,13.0,36.379703521728516,25.77488899230957,150.66000366210938,135.5921173095703,223.2100067138672,13.880000114440918
2019-09-25,12.979999542236328,36.716094970703125,26.010456085205078,150.35000610351562,134.81256103515625,228.6999969482422,13.675000190734863
2019-09-26,12.979999542236328,37.21078872680664,26.373991012573242,151.47999572753906,136.49008178710938,242.55999755859375,13.739999771118164
2019-09-27,12.890000343322754,37.022804260253906,26.0270938873291,152.1199951171875,136.27999877929688,242.1300048828125,13.869999885559082
2019-09-30,12.949999809265137,37.08216857910156,25.848690032958984,154.08999633789062,134.49000549316406,240.8699951171875,13.970000267028809
2019-10-01,12.729999542236328,35.72671127319336,25.91806983947754,151.9600067138672,133.2899932861328,244.69000244140625,13.470000267028809
2019-10-02,12.489999771118164,34.3118896484375,25.481971740722656,146.89999389648438,131.47000122070312,243.1300048828125,13.08899974822998
2019-10-03,12.479999542236328,34.60870361328125,25.501794815063477,149.44000244140625,131.1999969482422,233.02999877929688,13.010000228881836
2019-10-04,12.430000305175781,34.53944778442383,25.719844818115234,149.55999755859375,131.82000732421875,231.42999267578125,13.0600004196167
2019-10-07,12.430000305175781,34.38114547729492,25.353124618530273,149.7899932861328,131.14999389648438,237.72000122070312,13.15999984741211
2019-10-08,12.270000457763672,33.520381927490234,24.946762084960938,147.5399932861328,131.42999267578125,240.0500030517578,12.970000267028809
2019-10-09,12.40999984741211,33.777618408203125,25.392770767211914,149.3000030517578,133.00999450683594,244.52999877929688,13.25
2019-10-10,12.75,34.29209899902344,25.53152847290039,150.14999389648438,132.64999389648438,244.74000549316406,13.600000381469727
2019-10-11,13.0,35.192440032958984,26.096473693847656,153.32000732421875,135.4499969482422,247.88999938964844,13.989999771118164
2019-10-14,13.100000381469727,35.12318420410156,26.00727081298828,154.77000427246094,135.07000732421875,256.9599914550781,14.0
2019-10-15,13.300000190734863,35.87511444091797,26.542482376098633,156.10000610351562,136.8699951171875,257.8900146484375,14.210000038146973
2019-10-16,13.470000267028809,36.26097869873047,26.58212661743164,159.8699951171875,136.75999450683594,259.75,14.170000076293945
2019-10-17,13.140000343322754,35.80585861206055,26.56230354309082,157.61000061035156,135.9499969482422,261.9700012207031,14.350000381469727
2019-10-18,13.220000267028809,35.78607177734375,26.45328140258789,155.85000610351562,135.77000427246094,256.95001220703125,14.84000015258789
2019-10-21,13.329999923706055,35.548622131347656,26.483013153076172,156.0500030517578,136.32000732421875,253.5,14.960000038146973
2019-10-22,13.199999809265137,35.92458724975586,26.383901596069336,153.89999389648438,136.35000610351562,255.5800018310547,14.850000381469727
2019-10-23,13.100000381469727,36.221405029296875,26.45328140258789,151.97000122070312,137.32000732421875,254.67999267578125,15.029999732971191
2019-10-24,13.170000076293945,35.439788818359375,26.592039108276367,155.02999877929688,138.14999389648438,299.67999267578125,15.050000190734863
2019-10-25,13.130000114440918,36.35002517700195,26.810087203979492,156.08999633789062,138.27999877929688,328.1300048828125,14.979999542236328
2019-10-28,13.229999542236328,36.25108337402344,26.96866798400879,157.4499969482422,138.33999633789062,327.7099914550781,15.17300033569336
2019-10-29,14.229999542236328,37.80441665649414,27.23627281188965,157.77999877929688,138.67999267578125,316.2200012207031,15.109999656677246
2019-10-30,14.979999542236328,37.50760269165039,27.17680549621582,158.13999938964844,139.02000427246094,315.010009765625,15.180000305175781
2019-10-31,15.319999694824219,36.76556396484375,26.730796813964844,160.1199951171875,138.5500030517578,314.9200134277344,14.869999885559082
2019-11-01,15.739999771118164,37.56696701049805,27.226362228393555,161.3800048828125,139.8300018310547,313.30999755859375,15.140000343322754
2019-11-04,16.190000534057617,37.98250961303711,27.434499740600586,169.99000549316406,140.55999755859375,317.4700012207031,15.720000267028809
2019-11-05,15.869999885559082,37.8242073059082,27.56334686279297,165.60000610351562,140.74000549316406,317.2200012207031,15.779999732971191
2019-11-06,15.880000114440918,38.01218795776367,27.424589157104492,165.44000244140625,140.3699951171875,326.5799865722656,15.654999732971191
2019-11-07,16.010000228881836,38.08144760131836,27.67237091064453,164.9600067138672,142.86000061035156,335.5400085449219,15.609999656677246
2019-11-08,16.190000534057617,38.25953674316406,28.65359115600586,164.89999389648438,144.38999938964844,337.1400146484375,15.510000228881836
2019-11-11,16.110000610351562,38.30900573730469,28.931108474731445,164.39999389648438,145.05999755859375,345.0899963378906,15.619999885559082
2019-11-12,16.059999465942383,38.18038558959961,28.960840225219727,165.02000427246094,144.5399932861328,349.92999267578125,15.739999771118164
2019-11-13,15.899999618530273,36.79524612426758,29.020309448242188,163.86000061035156,144.55999755859375,346.1099853515625,15.539999961853027
2019-11-14,15.979999542236328,36.409385681152344,28.584211349487305,165.47000122070312,143.8699951171875,349.3500061035156,15.494999885559082
2019-11-15,16.030000686645508,36.49842834472656,28.7427921295166,167.0,144.27000427246094,352.1700134277344,15.770000457763672
2019-11-18,15.649999618530273,36.23129653930664,28.57430076599121,165.35000610351562,143.60000610351562,349.989990234375,15.5
